corridor_id,segment_index,segment_id,start_km,end_km,length_m,capture_date,output_file,metadata_file,width_px,height_px
soria_torralba,24,soria_torralba_km23_24,23.0,24.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km23_24_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km23_24_metadata.json,92,88
soria_torralba,25,soria_torralba_km24_25,24.0,25.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km24_25_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km24_25_metadata.json,58,110
soria_torralba,26,soria_torralba_km25_26,25.0,26.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km25_26_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km25_26_metadata.json,93,84
soria_torralba,27,soria_torralba_km26_27,26.0,27.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km26_27_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km26_27_metadata.json,81,88
soria_torralba,28,soria_torralba_km27_28,27.0,28.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km27_28_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km27_28_metadata.json,52,111
soria_torralba,29,soria_torralba_km28_29,28.0,29.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km28_29_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km28_29_metadata.json,83,99
soria_torralba,30,soria_torralba_km29_30,29.0,30.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km29_30_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km29_30_metadata.json,42,116
soria_torralba,31,soria_torralba_km30_31,30.0,31.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km30_31_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km30_31_metadata.json,27,120
soria_torralba,32,soria_torralba_km31_32,31.0,32.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km31_32_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km31_32_metadata.json,56,114
soria_torralba,33,soria_torralba_km32_33,32.0,33.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km32_33_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km32_33_metadata.json,42,115
soria_torralba,34,soria_torralba_km33_34,33.0,34.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km33_34_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km33_34_metadata.json,63,110
soria_torralba,35,soria_torralba_km34_35,34.0,35.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km34_35_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km34_35_metadata.json,57,110
soria_torralba,36,soria_torralba_km35_36,35.0,36.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km35_36_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km35_36_metadata.json,69,106
soria_torralba,37,soria_torralba_km36_37,36.0,37.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km36_37_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km36_37_metadata.json,45,117
soria_torralba,38,soria_torralba_km37_38,37.0,38.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km37_38_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km37_38_metadata.json,39,118
soria_torralba,39,soria_torralba_km38_39,38.0,39.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km38_39_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km38_39_metadata.json,69,103
soria_torralba,40,soria_torralba_km39_40,39.0,40.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km39_40_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km39_40_metadata.json,30,120
soria_torralba,41,soria_torralba_km40_41,40.0,41.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km40_41_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km40_41_metadata.json,47,117
soria_torralba,42,soria_torralba_km41_42,41.0,42.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km41_42_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km41_42_metadata.json,55,114
soria_torralba,43,soria_torralba_km42_43,42.0,43.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km42_43_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km42_43_metadata.json,65,110
soria_torralba,44,soria_torralba_km43_44,43.0,44.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km43_44_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km43_44_metadata.json,71,107
soria_torralba,45,soria_torralba_km44_45,44.0,45.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km44_45_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km44_45_metadata.json,76,103
soria_torralba,46,soria_torralba_km45_46,45.0,46.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km45_46_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km45_46_metadata.json,100,80
soria_torralba,47,soria_torralba_km46_47,46.0,47.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km46_47_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km46_47_metadata.json,101,78
soria_torralba,48,soria_torralba_km47_48,47.0,48.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km47_48_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km47_48_metadata.json,86,95
soria_torralba,49,soria_torralba_km48_49,48.0,49.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km48_49_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km48_49_metadata.json,79,102
soria_torralba,50,soria_torralba_km49_50,49.0,50.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km49_50_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km49_50_metadata.json,79,102
soria_torralba,51,soria_torralba_km50_51,50.0,51.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km50_51_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km50_51_metadata.json,82,98
soria_torralba,52,soria_torralba_km51_52,51.0,52.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km51_52_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km51_52_metadata.json,117,43
soria_torralba,53,soria_torralba_km52_53,52.0,53.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km52_53_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km52_53_metadata.json,120,33
soria_torralba,54,soria_torralba_km53_54,53.0,54.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km53_54_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km53_54_metadata.json,120,33
soria_torralba,55,soria_torralba_km54_55,54.0,55.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km54_55_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km54_55_metadata.json,107,63
soria_torralba,56,soria_torralba_km55_56,55.0,56.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km55_56_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km55_56_metadata.json,97,81
soria_torralba,57,soria_torralba_km56_57,56.0,57.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km56_57_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km56_57_metadata.json,89,86
soria_torralba,58,soria_torralba_km57_58,57.0,58.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km57_58_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km57_58_metadata.json,118,38
soria_torralba,59,soria_torralba_km58_59,58.0,59.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km58_59_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km58_59_metadata.json,115,38
soria_torralba,60,soria_torralba_km59_60,59.0,60.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km59_60_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km59_60_metadata.json,115,38
soria_torralba,61,soria_torralba_km60_61,60.0,61.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km60_61_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km60_61_metadata.json,76,97
soria_torralba,62,soria_torralba_km61_62,61.0,62.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km61_62_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km61_62_metadata.json,56,114
soria_torralba,63,soria_torralba_km62_63,62.0,63.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km62_63_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km62_63_metadata.json,30,120
soria_torralba,64,soria_torralba_km63_64,63.0,64.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km63_64_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km63_64_metadata.json,29,120
soria_torralba,65,soria_torralba_km64_65,64.0,65.0,1000.0,2026-04-27,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km64_65_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-27\soria_torralba_km64_65_metadata.json,36,119
soria_torralba,66,soria_torralba_km65_66,65.0,66.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km65_66_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km65_66_metadata.json,42,116
soria_torralba,67,soria_torralba_km66_67,66.0,67.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km66_67_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km66_67_metadata.json,35,118
soria_torralba,68,soria_torralba_km67_68,67.0,68.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km67_68_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km67_68_metadata.json,33,120
soria_torralba,69,soria_torralba_km68_69,68.0,69.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km68_69_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km68_69_metadata.json,33,120
soria_torralba,70,soria_torralba_km69_70,69.0,70.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km69_70_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km69_70_metadata.json,36,116
soria_torralba,71,soria_torralba_km70_71,70.0,71.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km70_71_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km70_71_metadata.json,81,99
soria_torralba,72,soria_torralba_km71_72,71.0,72.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km71_72_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km71_72_metadata.json,76,103
soria_torralba,73,soria_torralba_km72_73,72.0,73.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km72_73_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km72_73_metadata.json,81,99
soria_torralba,74,soria_torralba_km73_74,73.0,74.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km73_74_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km73_74_metadata.json,53,115
soria_torralba,75,soria_torralba_km74_75,74.0,75.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km74_75_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km74_75_metadata.json,53,115
soria_torralba,76,soria_torralba_km75_76,75.0,76.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km75_76_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km75_76_metadata.json,65,108
soria_torralba,77,soria_torralba_km76_77,76.0,77.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km76_77_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km76_77_metadata.json,107,69
soria_torralba,78,soria_torralba_km77_78,77.0,78.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km77_78_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km77_78_metadata.json,85,97
soria_torralba,79,soria_torralba_km78_79,78.0,79.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km78_79_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km78_79_metadata.json,93,88
soria_torralba,80,soria_torralba_km79_80,79.0,80.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km79_80_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km79_80_metadata.json,82,99
soria_torralba,81,soria_torralba_km80_81,80.0,81.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km80_81_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km80_81_metadata.json,103,75
soria_torralba,82,soria_torralba_km81_82,81.0,82.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km81_82_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km81_82_metadata.json,111,62
soria_torralba,83,soria_torralba_km82_83,82.0,83.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km82_83_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km82_83_metadata.json,96,85
soria_torralba,84,soria_torralba_km83_84,83.0,84.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km83_84_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km83_84_metadata.json,90,92
soria_torralba,85,soria_torralba_km84_85,84.0,85.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km84_85_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km84_85_metadata.json,76,100
soria_torralba,86,soria_torralba_km85_86,85.0,86.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km85_86_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km85_86_metadata.json,35,116
soria_torralba,87,soria_torralba_km86_87,86.0,87.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km86_87_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km86_87_metadata.json,110,65
soria_torralba,88,soria_torralba_km87_88,87.0,88.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km87_88_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km87_88_metadata.json,106,70
soria_torralba,89,soria_torralba_km88_89,88.0,89.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km88_89_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km88_89_metadata.json,55,114
soria_torralba,90,soria_torralba_km89_90,89.0,90.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km89_90_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km89_90_metadata.json,53,111
soria_torralba,91,soria_torralba_km90_91,90.0,91.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km90_91_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km90_91_metadata.json,78,100
soria_torralba,92,soria_torralba_km91_92,91.0,92.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km91_92_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km91_92_metadata.json,57,109
soria_torralba,93,soria_torralba_km92_93,92.0,93.0,1000.0,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km92_93_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km92_93_metadata.json,80,91
soria_torralba,94,soria_torralba_km93_94,93.0,93.258,258.083,2026-04-22,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km93_94_ndvi.tif,..\outputs\ndvi_blocks\soria_torralba\2026-04-22\soria_torralba_km93_94_metadata.json,45,29
